query_id	pct_identity
Q8PVG9	27.189
Q8PVG9	25.847
Q8PVG9	26.407
Q8PVG9	25.877
Q8PVG9	27.193
Q8PVG9	29.075
Q8PVG9	26.131
Q8PVG9	25.822
Q8PVG9	24.434
Q8PVG9	27.149
Q8PVG9	28.019
Q8PVG9	22.768
Q8PVG9	27.411
Q8PVG9	26.087
Q8PVG9	27.805
Q8PVG9	22.727
Q8PVG9	22.43
Q8PVG9	26.667
Q8PVG9	24.167
Q8PVG9	27.244
Q8PVG9	25.11
Q8PVG9	21.608
Q8PVG9	27.551
Q8PVG9	25.664
Q8PVG9	22.642
Q8PVG9	27.092
Q8PVG9	28.636
Q8PVG9	23.237
Q8PVG9	24.498
Q8PVG9	25.974
Q8PVG9	28.033
Q8PVG9	26.54
Q8PVG9	27.064
Q8PVG9	25.455
Q8PVG9	27.686
Q8PVG9	23.016
Q8PVG9	24.096
Q8PVG9	28.251
Q8PVG9	24.681
Q8PVG9	25.856
Q8PVG9	24.876
Q8PVG9	28.692
Q8PVG9	27.706
Q8PVG9	30.0
Q8PVG9	31.875
Q8PVG9	30.275
Q8PVG9	27.928
Q8PVG9	23.529
Q8PVG9	24.651
Q8PVG9	26.733
Q8PVG9	27.111
Q8PVG9	28.431
Q8PVG9	25.0
Q8PVG9	25.778
Q8PVG9	24.803
Q8PVG9	26.293
Q8PVG9	26.754
Q8PVG9	27.925
Q8PVG9	24.887
Q8PVG9	23.982
Q8PVG9	20.657
Q8PVG9	26.293
Q8PVG9	28.696
Q8PVG9	26.244
Q8PVG9	28.302
Q8PVG9	26.18
Q8PVG9	25.253
Q8PVG9	20.866
Q8PVG9	24.167
Q8PVG9	28.992
Q8PVG9	27.119
Q8PVG9	24.151
Q8PVG9	25.862
Q8PVG9	23.348
Q8PVG9	26.702
Q8PVG9	27.119
Q8PVG9	26.383
Q8PVG9	23.963
Q8PVG9	26.794
Q8PVG9	23.009
Q8PVG9	24.537
Q8PVG9	25.974
Q8PVG9	26.19
Q8PVG9	25.0
Q8PVG9	27.053
Q8PVG9	24.651
Q8PVG9	22.156
Q8PVG9	24.348
Q8PVG9	27.2
Q8PVG9	23.864
Q8PVG9	25.764
Q8PVG9	24.348
Q8PVG9	29.13
Q8PVG9	26.271
Q8PVG9	25.0
Q8PVG9	23.039
Q8PVG9	24.766
Q8PVG9	28.696
Q8PVG9	27.053
Q8PVG9	25.0
Q8PVG9	26.122
Q8PVG9	25.957
Q8PVG9	25.514
Q8PVG9	24.779
Q8PVG9	22.344
Q8PVG9	25.134
Q8PVG9	22.527
Q8PVG9	24.339
Q8PVG9	23.963
Q8PVG9	24.286
Q8PVG9	30.058
Q8PVG9	21.606
Q8PVG9	27.23
Q8PVG9	25.134
Q8PVG9	24.034
Q8PVG9	24.39
Q8PVG9	23.684
Q8PVG9	23.487
Q8PVG9	26.57
Q8PVG9	26.442
Q8PVG9	24.312
Q8PVG9	22.782
Q8PVG9	34.483
Q8PVG9	24.537
Q8PVG9	36.923
Q8PVG9	46.875
Q8PVG9	52.941
Q8PVG9	36.765
Q8PVG9	22.069
Q8PVG9	34.483
Q8PVG9	23.656
Q8PVG9	59.091
Q8PVG9	22.772
Q8PVG9	24.658
Q8PVG9	31.818
Q8PVG9	28.571
Q8PVG9	34.286
Q8PVG9	36.957
Q8PVG9	52.174
Q8PVG9	40.741
Q8PVG9	36.207
Q8PVG9	30.189
Q8PVG9	29.126
Q8PVG9	38.095
Q8PVG9	66.667
Q8PVG9	38.889
Q8PVG9	28.358
Q8PVG9	41.935
Q8PVG9	37.838
A3MXD4	24.961
A3MXD4	22.951
A3MXD4	28.571
A3MXD4	35.593
Q6KZ24	32.836
Q6KZ24	29.412
Q6KZ24	30.108
Q6KZ24	28.889
Q6KZ24	29.87
Q6KZ24	31.343
Q6KZ24	28.07
Q6KZ24	26.582
Q6KZ24	28.125
Q6KZ24	20.588
Q6KZ24	41.463
Q0W498	28.101
Q0W498	27.826
Q0W498	26.415
Q0W498	25.758
Q0W498	24.506
Q0W498	23.95
Q0W498	23.707
Q0W498	24.658
Q0W498	24.691
Q0W498	25.641
Q0W498	22.727
Q0W498	23.784
Q0W498	33.333
Q9V1V5	44.335
Q9V1V5	27.586
Q9V1V5	30.435
Q9V1V5	22.472
Q9V1V5	21.053
Q9V1V5	29.268
Q9V1V5	57.143
Q9V1V5	28.889
C3N8A9	30.198
C3N8A9	24.342
C3N8A9	24.806
C3N8A9	24.419
C3N8A9	26.667
C3N8A9	30.303
C3N8A9	27.419
C3N8A9	27.778
Q97Y85	24.615
Q97Y85	47.368
Q97Y85	42.105
Q18GG5	36.464
Q18GG5	29.63
Q18GG5	28.333
Q18GG5	35.484
Q18GG5	27.368
Q2FT96	39.726
Q2FT96	31.579
Q2FT96	22.33
Q2FT96	32.609
Q2FT96	27.0
O29845	57.143
O29845	58.333
O29845	50.0
O29845	45.455
O29845	40.0
O29845	61.538
O29845	57.143
O29845	61.538
O29845	27.451
O29845	42.857
O29845	58.824
O29845	37.037
O29845	27.027
O29845	34.091
O29845	39.13
O29845	53.333
C3N1A2	39.326
C3N1A2	40.58
C3N1A2	28.226
C3N1A2	25.581
C3N1A2	25.0
C3N1A2	24.0
C3N1A2	30.769
C3N1A2	25.385
C3N1A2	30.612
C3N1A2	31.915
C3N1A2	44.0
C3N1A2	31.868
C3N1A2	35.484
Q6LWM0	37.838
Q6LWM0	26.316
Q6LWM0	39.474
Q6LWM0	25.0
Q6LWM0	25.806
Q6LWM0	25.806
Q9YBF1	42.553
Q9YBF1	32.558
Q9YBF1	36.364
Q9YBF1	35.294
Q9YBF1	22.0
Q9YBF1	26.829
Q9YBF1	34.146
Q9YBF1	35.088
Q9YBF1	26.596
Q9YBF1	37.143
Q9YBF1	28.571
B9LMH2	32.394
B9LMH2	32.075
B9LMH2	42.857
B9LMH2	35.417
Q4J9D2	39.548
Q4J9D2	25.786
Q4J9D2	38.356
Q4J9D2	35.417
Q4J9D2	27.848
Q4J9D2	35.928
Q4J9D2	39.521
Q4J9D2	32.639
Q4J9D2	29.412
Q4J9D2	24.419
Q4J9D2	26.389
Q4J9D2	29.655
Q4J9D2	30.769
Q4J9D2	34.615
Q4J9D2	35.714
Q4J9D2	34.091
Q4J9D2	26.0
Q4J9D2	24.691
Q4J9D2	56.0
Q4J9D2	36.842
Q50840	25.352
Q50840	25.424
Q50840	29.825
Q50840	32.727
Q50840	28.571
B1L7A8	33.333
B1L7A8	40.476
B1L7A8	30.508
B1L7A8	38.889
B1L7A8	33.333
B1L7A8	38.235
Q971K8	21.164
Q971K8	32.5
Q971K8	27.132
Q971K8	24.691
Q971K8	26.667
Q971K8	46.154
Q971K8	24.272
Q971K8	29.032
Q971K8	33.333
Q971K8	28.723
Q971K8	27.778
Q971K8	24.194
C3N7D2	29.63
C3N7D2	32.0
C3N7D2	32.558
C3N7D2	46.667
Q8TJZ6	23.415
Q8TJZ6	35.417
Q8TJZ6	34.545
Q8TJZ6	32.258
Q8TJZ6	42.857
Q8TJZ6	24.581
Q8TJZ6	38.462
Q469M8	28.788
Q469M8	21.845
Q469M8	32.394
Q469M8	29.231
Q469M8	23.077
Q469M8	31.111
A7IAH4	25.0
A7IAH4	42.105
A7IAH4	37.838
A7IAH4	39.474
A7IAH4	30.0
A7IAH4	37.5
A7IAH4	30.233
A7IAH4	50.0
Q2NFU1	22.857
Q2NFU1	22.552
Q2NFU1	25.0
Q2NFU1	26.816
Q2NFU1	48.485
Q2NFU1	28.846
Q2NFU1	21.951
Q2NFU1	31.915
Q2NFU1	21.583
Q2NFU1	42.857
Q2NFU1	27.869
Q2NFU1	27.907
Q2NFU1	27.083
Q2NFU1	46.154
O27668	31.339
O27668	22.145
O27668	21.756
O27668	32.812
O27668	25.51
O27668	41.667
O27668	35.294
O27668	37.143
O27668	31.111
Q8U2E6	30.618
Q8U2E6	23.515
Q8U2E6	27.887
Q8U2E6	27.2
Q8U2E6	35.079
Q8U2E6	26.816
Q8U2E6	20.239
Q8U2E6	20.476
Q8U2E6	22.3
Q8U2E6	22.807
Q8U2E6	35.714
Q8U2E6	28.409
Q8U2E6	26.496
Q8U2E6	31.579
Q8U2E6	29.032
Q8U2E6	20.0
Q8U2E6	22.159
Q8U2E6	32.692
Q8U2E6	35.135
Q8U2E6	26.891
Q9YFM2	38.021
Q9YFM2	36.292
Q9YFM2	33.803
Q9YFM2	30.303
Q9YFM2	32.075
Q9YFM2	44.737
Q9YFM2	27.473
A4YHP1	32.102
A4YHP1	27.574
A4YHP1	33.846
A4YHP1	25.333
A4YHP1	27.848
A4YHP1	23.853
A4YHP1	26.471
A4YHP1	25.316
A4YHP1	26.271
Q3IRZ5	31.148
Q3IRZ5	37.288
Q3IRZ5	30.159
Q3IRZ5	56.522
Q3IRZ5	29.032
Q3IRZ5	26.19
Q3IRZ5	33.871
Q3IRZ5	20.71
Q3IRZ5	21.212
Q3IRZ5	22.951
A2BLB9	24.528
A2BLB9	36.0
A2BLB9	41.026
A2BLB9	35.0
A2BLB9	43.333
A2BLB9	30.0
A2BLB9	51.724
A2BLB9	26.744
A2BLB9	34.483
O28149	44.828
Q5V2X0	24.49
Q5V2X0	32.558
Q5V2X0	26.829
A3MTL3	33.01
A3MTL3	50.0
A3MTL3	22.222
A3MTL3	46.667
P81303	43.478
P81303	40.741
P81303	31.25
P81303	40.909
P81303	44.828
P81303	37.5
B6YWG5	45.833
B6YWG5	40.741
B6YWG5	30.769
B6YWG5	29.73
B6YWG5	56.25
B6YWG5	50.0
B6YWG5	33.333
Q5JJG2	47.826
Q5JJG2	48.0
Q5JJG2	37.5
Q5JJG2	45.455
Q5JJG2	33.333
Q5JJG2	32.353
Q5JJG2	42.308
Q5JJG2	47.619
Q5JJG2	42.857
Q5JJG2	29.167
Q57697	26.172
Q57697	25.108
Q57697	28.947
Q57697	37.5
Q57697	27.66
Q57697	28.889
A3CT76	34.969
A3CT76	25.0
A3CT76	34.921
A3CT76	31.429
A3CT76	25.0
A3CT76	25.0
A3CT76	35.714
A3CT76	23.611
A8A929	57.664
A8A929	40.909
A8A929	34.286
A8A929	37.5
A8A929	38.71
A8A929	40.741
A8A929	35.484
C3MPN8	36.154
C3MPN8	23.81
C3MPN8	27.273
C3MPN8	23.81
C3MPN8	28.07
C3MPN8	46.429
Q8PV47	48.594
Q8PV47	27.564
Q8PV47	48.148
Q8PV47	27.848
P96318	30.179
P96318	30.178
P96318	29.97
P96318	40.0
P96318	30.508
P96318	31.034
P96318	32.0
P96318	22.378
P96318	32.0
P96318	34.211
P96318	28.302
P96318	25.688
P96318	25.688
P96318	30.769
Q58860	30.526
Q58860	25.43
Q58860	24.739
Q58860	26.25
Q58860	28.205
Q58860	45.161
Q58860	32.5
Q58860	24.468
O29364	53.333
O29364	40.741
O29364	47.619
O29364	45.455
A6VGK4	30.667
A6VGK4	25.61
A6VGK4	41.026
A6VGK4	26.667
A6VGK4	32.787
A6VGK4	36.066
Q97B41	30.233
Q97B41	44.828
Q97B41	36.842
Q97B41	33.333
Q97B41	26.923
Q97BQ3	31.707
Q97BQ3	28.378
Q97BQ3	28.571
Q97BQ3	25.0
Q97BQ3	34.694
Q97BQ3	25.984
Q97BQ3	37.931
Q97BQ3	35.0
Q97BQ3	34.286
C3MTN3	30.682
C3MTN3	32.099
Q5V2T3	42.857
Q5V2T3	25.083
Q5V2T3	28.723
Q5V2T3	33.333
Q5V2T3	28.571
Q5V2T3	53.846
Q5V2T3	28.226
Q5V2T3	34.043
Q97BP1	31.818
Q97BP1	31.818
Q97BP1	23.636
Q97BP1	64.286
Q97BP1	46.429
Q97BP1	38.71
Q97BP1	31.818
Q97BP1	72.727
Q97BP1	53.846
Q8TT41	47.541
Q8TT41	25.0
Q8TT41	58.824
Q8TT41	56.25
Q8TT41	57.143
Q8TT41	35.484
Q8TT41	34.091
Q8TT41	48.148
Q8TT41	36.0
Q8TQ11	30.645
Q8TQ11	37.5
Q8TQ11	30.769
Q8TQ11	35.714
Q8TQ11	36.111
Q8TQ11	33.871
Q8TQ11	30.0
Q9HM14	20.959
Q9HM14	25.221
Q9HM14	22.727
Q9HM14	65.0
Q9HM14	25.714
Q9HM14	25.969
Q9HM14	24.286
Q9HM14	26.154
Q9HM14	23.81
Q9HM14	25.681
Q9HM14	25.391
Q9HM14	22.491
Q9HM14	36.207
Q9HM14	32.812
Q9HM14	32.812
Q9HM14	22.785
Q9HM14	25.41
Q9HM14	28.182
Q9HM14	26.154
Q9HM14	35.185
A4YIL8	29.845
A4YIL8	33.333
A4YIL8	27.723
A4YIL8	20.725
A4YIL8	25.137
A4YIL8	31.169
A4YIL8	39.474
A4YIL8	32.759
Q6M0Z1	26.582
A5UN82	21.782
A5UN82	27.684
A5UN82	22.135
A5UN82	19.174
A5UN82	24.103
A5UN82	27.211
A5UN82	24.691
A5UN82	42.5
A5UN82	28.75
A5UN82	26.667
A5UN82	20.849
A5UN82	31.507
C7NST3	23.846
C7NST3	24.638
C7NST3	34.545
C7NST3	38.462
C7NST3	24.0
C7NST3	40.0
C7NST3	25.49
C7NST3	36.667
A8MAJ1	49.885
A8MAJ1	49.425
A8MAJ1	48.276
A8MAJ1	42.019
A8MAJ1	39.583
A8MAJ1	39.583
A8MAJ1	33.796
A8MAJ1	30.657
A8MAJ1	27.136
A8MAJ1	27.059
A8MAJ1	25.641
A8MAJ1	26.519
A8MAJ1	25.556
A8MAJ1	28.977
A8MAJ1	29.139
A8MAJ1	27.439
A8MAJ1	33.628
A8MAJ1	27.547
A8MAJ1	29.661
A8MAJ1	27.885
A8MAJ1	28.276
A8MAJ1	31.034
A8MAJ1	41.935
A8MAJ1	31.481
A8MAJ1	46.429
A8MAJ1	51.724
A8MAJ1	28.571
A8MAJ1	31.915
A8MAJ1	28.972
C3MQF3	22.482
C3MQF3	27.473
C3MQF3	41.667
C3MQF3	44.444
C3MQF3	39.583
C3MQF3	41.935
C3MQF3	25.0
C3MQF3	27.869
C3MQF3	27.119
C3MQF3	34.884
C3MQF3	22.414
A6VGG1	26.562
A6VGG1	26.05
A6VGG1	40.541
A6VGG1	40.541
A6VGG1	28.0
A6VGG1	56.0
A6VGG1	28.947
A6VGG1	37.5
A6VGG1	44.444
A6VGG1	21.795
A6VGG1	45.161
A6VGG1	18.987
A6VGG1	20.0
A6VGG1	66.667
A6VGG1	47.619
A6VGG1	27.907
A6VGG1	47.619
A6VGG1	27.586
A6VGG1	30.0
A6VGG1	33.333
A6VGG1	26.389
C6A1J2	50.877
C6A1J2	45.833
C6A1J2	75.0
C6A1J2	35.417
C6A1J2	48.0
C6A1J2	48.0
C6A1J2	29.545
C6A1J2	27.027
C6A1J2	43.478
C6A1J2	24.561
C6A1J2	25.926
C6A1J2	30.189
C6A1J2	53.333
C6A1J2	47.059
C6A1J2	45.0
C6A1J2	26.316
Q60379	31.868
Q60379	39.216
Q60379	39.583
Q60379	35.294
Q60379	33.333
Q60379	36.364
Q60379	37.5
Q60379	29.231
Q60379	38.298
Q60379	36.957
Q60379	32.5
Q60379	35.417
Q60379	29.231
Q60379	40.0
Q60379	28.75
Q60379	36.667
Q60379	40.741
Q60379	46.429
Q60379	35.294
Q60379	38.71
Q60379	28.261
Q60379	38.71
Q60379	34.375
Q60379	45.455
Q60379	25.0
Q60379	31.818
Q60379	37.5
Q60379	37.5
Q60379	37.5
Q60379	34.091
Q60379	33.333
Q60379	30.303
Q58675	25.316
Q58675	34.615
Q58675	30.909
Q58675	24.051
Q58675	40.625
Q58675	40.625
Q58675	21.818
Q3IP66	24.046
Q3IP66	25.0
Q3IP66	38.889
Q3IP66	35.088
Q3IP66	32.558
Q3IP66	26.154
Q3IP66	33.929
Q3IP66	29.703
Q975H1	29.032
Q975H1	32.727
Q97CM6	38.961
Q97CM6	26.263
Q97CM6	28.421
Q97CM6	33.333
Q97CM6	30.0
Q97CM6	23.636
Q97CM6	43.333
A9A6P5	19.298
A9A6P5	23.75
A9A6P5	35.0
Q8U3S7	32.895
Q8U3S7	30.645
Q8U3S7	34.043
Q8U3S7	25.352
Q8U3S7	26.744
Q8U3S7	29.31
Q8U3S7	33.333
Q8U3S7	28.571
Q8U3S7	26.667
Q8U3S7	75.0
Q8U3S7	34.0
Q8PS92	35.0
Q8PS92	26.549
Q8PS92	25.773
Q8PS92	37.5
Q8PS92	33.333
C3MTR0	23.711
C3MTR0	36.364
C3MTR0	27.5
C3MTR0	34.884
C3MTR0	34.884
C3MTR0	32.787
C3MTR0	27.027
C3MTR0	31.915
C3MTR0	22.785
A7I9H8	39.062
A7I9H8	37.143
A7I9H8	38.71
A7I9H8	34.783
A7I9H8	26.829
A7I9H8	34.286
Q5JI38	29.795
Q5JI38	27.273
Q5JI38	26.129
Q5JI38	28.235
Q5JI38	31.579
Q5JI38	37.209
A0B8P7	40.217
A0B8P7	32.143
A0B8P7	34.375
A0B8P7	50.0
A0B8P7	28.814
A0B8P7	34.375
A0B8P7	32.609
A0B8P7	33.333
A0B8P7	26.923
A0B8P7	37.778
A0B8P7	36.923
A0B8P7	36.364
A0B8P7	41.667
P95967	31.25
P95967	27.941
P95967	37.255
P95967	33.962
P95967	31.034
P95967	35.556
P95967	30.612
A6VHU1	30.263
A6UVH2	22.078
A6UVH2	38.889
A6UVH2	40.0
Q975K0	45.771
Q975K0	24.627
Q975K0	27.273
Q975K0	38.298
Q975K0	32.203
Q975K0	19.469
Q975K0	37.931
Q975K0	31.25
Q975K0	31.148
Q975K0	32.836
Q975K0	31.915
Q975K0	45.833
Q975K0	38.095
Q975K0	45.946
Q975K0	50.0
Q975K0	50.0
Q975K0	30.645
Q975K0	50.0
Q975K0	27.5
C3MWN7	30.667
C3MWN7	34.783
C3MWN7	36.364
C3MWN7	35.556
C3MWN7	27.083
C3MW88	31.526
C3MW88	21.867
C3MW88	21.448
C3MW88	21.602
C3MW88	18.814
C3MW88	28.205
C3MW88	26.415
C3MW88	21.053
C3MW88	31.579
C3MW88	36.111
C3MW88	24.299
C3MW88	33.333
C3MW88	27.551
C3MW88	33.333
C3MW88	33.333
C3MW88	39.394
A5UL61	27.826
A5UL61	31.776
A5UL61	32.558
A5UL61	38.889
A5UL61	29.808
A5UL61	44.0
A5UL61	26.573
A5UL61	26.364
A5UL61	31.646
A5UL61	29.73
B8GEZ3	39.496
B8GEZ3	41.453
B8GEZ3	40.336
B8GEZ3	37.662
B8GEZ3	36.481
B8GEZ3	34.211
B8GEZ3	38.71
B8GEZ3	35.593
B8GEZ3	25.543
B8GEZ3	24.599
B8GEZ3	24.848
B8GEZ3	21.264
B8GEZ3	21.99
B8GEZ3	22.43
B8GEZ3	25.0
B8GEZ3	20.339
B8GEZ3	40.0
B8GEZ3	33.333
B8GEZ3	33.333
B8GEZ3	29.703
B8GEZ3	34.94
B8GEZ3	33.333
Q8PXK6	37.778
Q8PXK6	28.302
Q8PXK6	28.571
A6UR56	25.373
A6UR56	28.889
A6UR56	35.938
B0R6V1	25.424
B0R6V1	27.068
B0R6V1	23.207
B0R6V1	28.947
B0R6V1	34.615
B0R6V1	34.043
B0R6V1	31.373
B0R6V1	30.435
C3N047	24.161
C3N047	26.087
C3N047	26.437
C3N047	24.691
C3N047	26.136
C3N047	34.545
C3N047	29.412
C3N047	27.848
C3N047	40.426
C3N047	27.16
C3N047	37.931
P21509	31.496
P21509	26.027
P21509	31.818
P21509	45.161
P21509	29.167
P21509	27.273
P21509	45.455
P21509	31.25
Q2NHZ6	28.232
Q2NHZ6	26.03
Q2NHZ6	26.949
Q2NHZ6	25.39
Q2NHZ6	26.829
Q2NHZ6	26.106
Q2NHZ6	23.908
Q2NHZ6	22.105
Q2NHZ6	30.769
Q2NHZ6	45.455
Q2NHZ6	27.907
A8A8L9	21.552
A8A8L9	32.051
A8A8L9	28.767
A8A8L9	38.462
A8A8L9	35.294
A8A8L9	29.167
A8A8L9	30.159
A8A8L9	48.485
A8A8L9	28.571
A8A8L9	35.484
A8A8L9	42.857
A8A8L9	40.0
A8A8L9	50.0
A8A8L9	37.5
A1RVT4	34.146
A1RVT4	32.692
A1RVT4	41.935
A1RVT4	56.522
A1RVT4	35.556
O27964	31.068
O27964	30.0
O27964	34.783
C3N6N6	55.263
C3N6N6	53.333
C3N6N6	39.024
C3N6N6	52.778
C3N6N6	53.125
C3N6N6	51.724
C3N6N6	72.727
C3N6N6	43.59
C3N6N6	32.727
C3N6N6	46.875
C3N6N6	43.75
C3N6N6	29.114
C3N6N6	32.653
C3N6N6	45.455
C3N6N6	45.714
C3N6N6	25.806
C3N6N6	45.946
C3N6N6	32.099
C3N6N6	40.0
C3N6N6	37.143
C3N6N6	41.026
C3N6N6	25.316
C3N6N6	25.0
C3N6N6	27.692
C3N6N6	40.0
C3N6N6	34.545
Q57801	36.364
Q57801	37.5
Q57801	48.387
Q57801	32.143
Q57801	25.806
Q57801	61.905
Q57801	36.0
Q57801	34.375
Q57801	33.333
Q57801	42.857
Q57801	26.19
Q57801	33.333
Q57801	36.111
O26158	22.687
O26158	19.035
O26158	22.222
